-0.62624 0.19851 -0.31788 -0.44258 0.32829 0
-1.10586 -0.33953 -0.36931 -0.66318 0.72829 0
-0.63226 0.08764 -0.09926 -0.31258 0.37202 0
-0.87568 0.38430 -0.34617 -0.46229 0.24383 0
-1.10911 0.77173 -0.49391 -0.56410 0.18797 0
-0.63478 -0.37788 -0.14462 -0.54667 1.02831 0
-1.30492 -0.10884 -0.24547 -0.55926 0.59249 0
-0.65887 0.70209 -0.33619 -0.30906 -0.14287 0
-1.36510 -0.12395 -0.36915 -0.64115 0.56495 0
-0.12924 0.63244 -0.55192 -0.46384 0.10166 0
-1.74299 0.09204 -1.22349 -1.35800 0.92434 0
-1.88504 -0.40959 -0.12874 -0.55283 0.58016 0
-0.64674 0.02336 -0.39469 -0.48850 0.28965 0
-1.34349 -0.25453 -0.58435 -0.79160 0.58753 0
-0.67498 0.47914 -0.95010 -0.77444 0.02315 0
-1.06608 -0.15163 0.44560 -0.01421 0.40199 0
-0.66608 0.61667 -0.21629 -0.28500 0.03771 0
-0.53972 0.35546 0.04975 -0.14134 0.18505 0
-0.56311 -0.15349 0.60407 0.27836 -0.02825 0
-0.62541 0.60459 -0.16559 -0.26134 0.08770 0
-1.60188 0.07072 -0.53389 -0.73037 0.41319 0
-1.01732 0.10497 0.20809 -0.01250 -0.10289 0
-1.34077 -0.44843 -0.06007 -0.49061 0.74080 0
-1.09050 -0.09874 -0.62967 -0.88136 0.90161 0
-1.38005 0.30895 -0.03031 -0.26580 0.08436 0
-1.91325 -0.10368 -0.08713 -0.38458 0.11473 0
-1.80612 0.22838 -1.30569 -1.31412 0.57424 0
-0.50433 0.33564 -0.68551 -0.67211 0.33321 0
-0.89335 0.68897 -0.93311 -0.92237 0.48928 0
-1.12415 -0.11382 -1.04957 -1.22780 1.11095 0
-2.12608 -0.19931 -0.31064 -0.67110 0.48731 0
0.02291 0.99346 -0.91872 -0.60300 -0.16964 0
-0.50715 0.72207 -1.27556 -1.10859 0.50343 0
-0.40145 0.30868 -0.61913 -0.60900 0.30903 0
-0.90593 0.06078 -1.14566 -1.21074 0.93603 0
-0.59635 0.38013 -1.10888 -1.10448 0.80629 0
-0.09067 0.21741 -0.34412 -0.48936 0.64401 0
-1.56019 -0.49693 -0.03939 -0.65188 1.24185 0
-0.84784 0.50052 -0.38968 -0.41263 -0.00324 0
-1.08228 0.08982 -0.74764 -0.89008 0.68107 0
-0.74820 0.42948 -1.71893 -1.47931 0.63907 0
-0.42450 0.85232 -0.36819 -0.30756 -0.11549 0
-0.50709 0.69144 -0.57514 -0.51740 0.08272 0
-0.82764 0.37477 -0.84561 -0.81212 0.31815 0
-0.68992 0.67916 -0.56730 -0.43602 -0.24943 0
-0.21438 0.81032 -0.31316 -0.36831 0.29603 0
-0.87655 -0.28432 0.20313 -0.16340 0.42602 0
-1.60372 0.13577 -0.31234 -0.60945 0.50831 0
-0.53538 0.53964 -0.92443 -0.86226 0.43885 0
-0.90079 0.52419 -0.33704 -0.41608 0.10774 0
-0.20019 0.82430 -0.57202 -0.52174 0.23716 0
-0.77523 0.38087 -0.57372 -0.57064 0.13657 0
-1.62982 -0.30215 -0.35733 -0.73121 0.77762 0
-0.39368 0.04717 0.07728 -0.10002 0.14448 0
-0.67499 -0.05734 -0.62196 -0.79528 0.79758 0
-0.11935 0.85467 -1.24339 -0.97190 0.27859 0
-0.99476 0.55211 -1.22848 -1.26108 0.91806 0
-1.43313 -0.50074 -0.59499 -1.07018 1.45323 0
-1.64246 0.16950 -0.61128 -0.79994 0.46445 0
-0.52996 0.17921 -0.19868 -0.35837 0.34991 0
-1.08460 0.46615 -0.34983 -0.35251 -0.21432 0
0.18721 0.78128 -0.83726 -0.72106 0.46529 0
-0.92766 -0.02484 0.13524 -0.19727 0.38490 0
-0.72703 -0.12434 -0.45509 -0.57452 0.40169 0
-0.80635 0.18978 -0.20466 -0.32573 0.11553 0
-0.89943 0.53575 -0.64743 -0.61087 0.06712 0
-1.14577 0.66826 -0.08298 -0.16254 -0.26483 0
-0.27830 0.21436 0.03241 -0.11281 0.14449 0
-1.29451 -0.11437 -0.21255 -0.50239 0.47814 0
0.17251 0.91516 -1.09122 -0.82110 0.23355 0
-0.00603 0.30956 -0.44265 -0.53911 0.63028 0
0.42579 0.26776 0.18964 0.10118 0.06220 0
-0.83236 -0.11334 -0.07348 -0.37243 0.53832 0
-0.96288 0.05683 -0.44983 -0.60138 0.42242 0
-0.54189 0.14735 -0.12597 -0.21105 0.00849 0
0.02062 0.51683 -0.53525 -0.48049 0.24782 0
-0.51347 -0.14747 -0.69593 -0.86978 0.94125 0
-0.05510 0.21171 0.04964 -0.09807 0.22309 0
-1.21885 -0.41299 0.46830 0.03933 0.19230 0
0.12199 0.29035 -0.14055 -0.25230 0.39212 0
-0.64604 0.25100 -0.11556 -0.23337 0.07297 0
-0.94806 -0.33954 -0.21055 -0.64117 1.07596 0
-0.80894 0.65418 -0.77976 -0.67689 0.03630 0
-1.13364 -0.22970 0.91087 0.43642 -0.10474 0
-1.11626 -0.12297 -0.28456 -0.56914 0.61245 0
-1.12730 -0.05647 0.47624 0.12734 -0.02587 0
-1.45064 0.27209 -0.69350 -0.85593 0.55253 0
-1.02833 -0.18246 -0.01078 -0.29730 0.34205 0
-0.60105 0.05602 -0.01088 -0.26435 0.41879 0
-1.50973 0.06289 0.12126 -0.22425 0.21681 0
-0.82829 -0.21410 0.23547 -0.06015 0.17390 0
-1.36308 -0.34153 0.54217 0.09081 0.13196 0
0.09094 0.23768 0.49709 0.39666 -0.38006 0
-1.27122 -0.23628 -0.46242 -0.66858 0.47693 0
-0.56182 0.26266 -0.09528 -0.25818 0.23744 0
-0.71180 0.08889 -0.03623 -0.21623 0.15640 0
-0.64099 0.11667 -1.26288 -1.30119 1.08781 0
-0.78865 0.47213 -0.96485 -0.86426 0.24770 0
-0.82189 0.45840 -0.49865 -0.45824 -0.08764 0
-1.88058 -0.13626 -0.68988 -0.90232 0.51622 0
-0.37333 0.26701 -0.32847 -0.43228 0.37596 0
-0.16725 0.34701 -0.61859 -0.67865 0.64287 0
-1.97666 -0.44685 0.15502 -0.33137 0.43222 0
-1.18053 0.28496 -0.55251 -0.62853 0.21079 0
-1.00005 0.43796 0.11188 -0.01836 -0.27016 0
-1.42736 0.11790 -0.69592 -0.90841 0.72324 0
-0.64862 -0.00444 -0.05850 -0.41808 0.80825 0
-1.04916 -0.05972 -0.25512 -0.51343 0.52183 0
-0.36902 0.56414 -0.69449 -0.56180 0.00990 0
-1.92307 -0.06753 0.14128 -0.28586 0.29529 0
-1.33606 0.00741 -0.02169 -0.29750 0.20769 0
-1.64435 0.05673 -1.02048 -1.17072 0.78627 0
-0.26410 0.15153 -0.02138 -0.20531 0.33738 0
-1.59474 -0.02771 -0.26031 -0.58280 0.52782 0
0.12853 0.88227 -0.37858 -0.27440 -0.02680 0
-1.17268 0.22622 -0.94663 -1.05138 0.75068 0
-1.88665 -0.55799 0.43484 -0.20990 0.68175 0
-1.25793 -0.00760 -0.25751 -0.46312 0.26579 0
-1.62168 -0.47653 -0.16407 -0.54669 0.58074 0
0.01356 0.43841 -0.41941 -0.32468 -0.02622 0
-0.85547 -0.13570 -0.00247 -0.41253 0.82371 0
-1.25582 0.23939 0.19585 -0.09177 0.05134 0
-0.93844 0.73871 -1.17879 -0.96947 0.07891 0
-0.19891 0.23946 0.24976 0.03000 0.18589 0
-1.24404 -0.64102 0.07776 -0.37702 0.69311 0
-0.36402 0.46270 -0.76453 -0.62220 0.05100 0
-0.66304 -0.13753 -0.06079 -0.40620 0.74770 0
-0.97737 0.27575 -0.46297 -0.48454 0.00671 0
-0.70039 0.42749 -0.09708 -0.16854 -0.11421 0
-1.38854 -0.51038 -0.81778 -1.11164 1.10738 0
-1.77476 -0.19364 -0.61721 -0.75171 0.20912 0
-1.62408 -0.53446 -0.84866 -1.19584 1.22627 0
-1.52852 0.27137 -0.78402 -0.88542 0.41640 0
